Sensor	Output	Time
0 0 6988
0 0 6989
0 0 6990
0 0 6991
0 0 6992
0 0 6993
0 0 6993
0 0 6994
0 0 6995
0 0 6996
0 0 6998
0 0 6999
0 0 6999
0 0 7000
0 0 7001
0 0 7002
0 0 7003
0 0 7004
0 0 7004
0 0 7005
0 0 7006
0 0 7007
0 0 7008
0 0 7009
0 0 7009
0 0 7010
0 0 7011
0 0 7012
0 0 7013
0 0 7013
0 0 7014
0 0 7015
0 0 7016
0 0 7017
0 0 7018
0 0 7018
0 0 7019
0 0 7020
0 0 7021
0 0 7022
0 0 7023
0 0 7023
0 0 7024
0 0 7025
0 0 7026
0 0 7027
0 0 7028
0 0 7028
0 0 7029
0 0 7030
0 0 7031
0 0 7032
0 0 7033
0 0 7033
0 0 7034
0 0 7035
0 0 7036
0 0 7037
0 0 7038
0 0 7038
0 0 7040
0 0 7041
0 0 7042
0 0 7043
0 0 7044
0 0 7044
0 0 7045
0 0 7046
0 0 7047
0 0 7048
0 0 7049
0 0 7049
0 0 7050
0 0 7051
0 0 7052
0 0 7053
0 0 7054
0 0 7054
0 0 7055
0 0 7056
0 0 7057
0 0 7058
0 0 7058
0 0 7059
0 0 7060
0 0 7061
0 0 7062
0 0 7063
0 0 7063
0 0 7064
0 0 7065
0 0 7066
0 0 7067
0 0 7068
0 0 7068
0 0 7069
0 0 7070
0 0 7071
0 0 7072
0 0 7073
0 0 7073
0 0 7074
0 0 7075
0 0 7076
0 0 7077
0 0 7078
0 0 7078
0 0 7079
0 0 7080
0 0 7081
0 0 7083
0 0 7084
0 0 7084
0 0 7085
0 0 7086
0 0 7087
0 0 7088
0 0 7089
0 0 7089
0 0 7090
0 0 7091
0 0 7092
0 0 7093
0 0 7094
0 0 7094
0 0 7095
0 0 7096
0 0 7097
0 0 7098
0 0 7099
0 0 7099
0 0 7100
0 0 7101
0 0 7102
0 0 7103
0 0 7103
0 0 7104
0 0 7105
0 0 7106
0 0 7107
0 0 7108
0 0 7108
0 0 7109
0 0 7110
0 0 7111
0 0 7112
0 0 7113
0 0 7113
0 0 7114
0 0 7115
0 0 7116
0 0 7117
0 0 7118
0 0 7118
0 0 7119
0 0 7120
0 0 7121
0 0 7122
0 0 7123
0 0 7123
0 0 7124
0 0 7126
0 0 7127
0 0 7128
0 0 7129
0 0 7129
0 0 7130
0 0 7131
0 0 7132
0 0 7133
0 0 7134
0 0 7134
0 0 7135
0 0 7136
0 0 7137
0 0 7138
0 0 7139
0 0 7139
0 0 7140
0 0 7141
0 0 7142
0 0 7143
0 0 7143
0 0 7144
0 0 7145
929 231 7146
1023 255 7147
1023 255 7148
1022 254 7150
1023 255 7151
1023 255 7152
1023 255 7153
1023 255 7155
1023 255 7156
1023 255 7157
1023 255 7158
1023 255 7160
1023 255 7161
1023 255 7162
1023 255 7163
1023 255 7165
1023 255 7166
1023 255 7168
1020 254 7169
1023 255 7171
1023 255 7172
1023 255 7173
1023 255 7174
1023 255 7176
1023 255 7177
1023 255 7178
1023 255 7179
1023 255 7181
1023 255 7182
1023 255 7183
1023 255 7184
1023 255 7186
1023 255 7187
1023 255 7188
1023 255 7189
1023 255 7190
1023 255 7192
1023 255 7193
1023 255 7194
1023 255 7195
1020 254 7197
1023 255 7198
1023 255 7199
1023 255 7200
1023 255 7202
1023 255 7203
1023 255 7204
1023 255 7205
1023 255 7207
1023 255 7208
1023 255 7209
1023 255 7211
1023 255 7213
1023 255 7214
1023 255 7215
1020 254 7216
1023 255 7218
1023 255 7219
1023 255 7220
1023 255 7221
1023 255 7223
1023 255 7224
1023 255 7225
1023 255 7226
1022 254 7228
1023 255 7229
1023 255 7230
1023 255 7231
1023 255 7233
1023 255 7234
1023 255 7235
1023 255 7236
1023 255 7238
1023 255 7239
1023 255 7240
1023 255 7241
1023 255 7243
1023 255 7244
1023 255 7245
1017 253 7246
1023 255 7248
1023 255 7249
1023 255 7250
1023 255 7251
1023 255 7252
1023 255 7255
1023 255 7256
1023 255 7257
1023 255 7258
1023 255 7260
1023 255 7261
1023 255 7262
1023 255 7263
1023 255 7265
1023 255 7266
1023 255 7267
1023 255 7268
1023 255 7270
1023 255 7271
1023 255 7272
1023 255 7273
1023 255 7275
1023 255 7276
1023 255 7277
1023 255 7278
1023 255 7280
1023 255 7281
1023 255 7282
1023 255 7283
1023 255 7285
1023 255 7286
1023 255 7287
1023 255 7288
1023 255 7290
1023 255 7291
1023 255 7292
1018 253 7293
1023 255 7296
1023 255 7297
1023 255 7298
1023 255 7299
1023 255 7301
1023 255 7302
1023 255 7303
1023 255 7304
1023 255 7306
1023 255 7307
1023 255 7308
1023 255 7309
1023 255 7311
1023 255 7312
1023 255 7313
1023 255 7314
1023 255 7316
1023 255 7317
1023 255 7318
1023 255 7319
1023 255 7320
1023 255 7322
1023 255 7323
1019 254 7324
1023 255 7325
1023 255 7327
1023 255 7328
1023 255 7329
1023 255 7330
1023 255 7332
674 168 7333
5 1 7334
1 0 7335
1 0 7336
1 0 7337
0 0 7337
0 0 7339
0 0 7340
0 0 7341
0 0 7342
0 0 7343
0 0 7343
14 3 7344
0 0 7345
0 0 7346
0 0 7347
0 0 7348
0 0 7348
0 0 7349
0 0 7350
0 0 7351
0 0 7352
0 0 7353
0 0 7353
0 0 7354
0 0 7355
0 0 7356
0 0 7357
0 0 7358
0 0 7358
0 0 7359
0 0 7360
0 0 7361
0 0 7362
0 0 7363
0 0 7363
0 0 7364
0 0 7365
0 0 7366
0 0 7367
0 0 7368
0 0 7368
0 0 7369
0 0 7370
0 0 7371
0 0 7372
0 0 7373
0 0 7373
0 0 7374
0 0 7375
0 0 7376
0 0 7377
0 0 7378
15 3 7378
0 0 7379
0 0 7380
1 0 7382
0 0 7383
0 0 7384
0 0 7384
0 0 7385
0 0 7386
0 0 7387
0 0 7388
0 0 7389
0 0 7389
0 0 7390
0 0 7391
0 0 7392
0 0 7393
0 0 7394
0 0 7394
0 0 7395
0 0 7396
0 0 7397
0 0 7398
0 0 7399
0 0 7399
0 0 7400
0 0 7401
0 0 7402
0 0 7403
0 0 7404
0 0 7404
0 0 7405
0 0 7406
0 0 7407
0 0 7408
0 0 7408
0 0 7409
0 0 7410
0 0 7411
0 0 7412
0 0 7413
0 0 7413
0 0 7414
0 0 7415
0 0 7416
0 0 7417
0 0 7418
2 0 7418
0 0 7419
0 0 7420
1 0 7421
0 0 7422
0 0 7424
0 0 7424
0 0 7425
0 0 7426
0 0 7427
0 0 7428
0 0 7429
0 0 7429
0 0 7430
0 0 7431
0 0 7432
0 0 7433
0 0 7434
0 0 7434
0 0 7435
0 0 7436
0 0 7437
0 0 7438
0 0 7439
0 0 7439
0 0 7440
0 0 7441
0 0 7442
0 0 7443
0 0 7444
0 0 7444
0 0 7445
0 0 7446
0 0 7447
0 0 7448
0 0 7448
0 0 7449
